Unnamed: 0,Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Skill moves,Preferred foot,Height,Weight,Alternative positions,Age,Nation,League,Team,play style,url,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
3270,3521,Mattia Valoti,72,55,69,73,74,54,64,56,55,68,68,68,73,69,75,71,69,65,77,75,78,74,70,80,68,75,73,59,48,50,56,51,57,74,62,58,CM,3,3,Right,"187cm / 6'2""",73kg / 161lb,CAM,31,Italy,Serie A Enilive,Monza,"Incisive Pass, Long Ball Pass, Pinged Pass, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-valoti/205089,,,,,
3292,3521,Mateusz Wieteska,72,47,37,50,59,73,73,41,52,41,36,46,31,34,42,42,38,30,63,57,37,53,64,54,66,64,67,72,74,73,73,71,73,63,77,75,CB,3,2,Right,"187cm / 6'2""",77kg / 170lb,,27,Poland,Serie A Enilive,Cagliari,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mateusz-wieteska/224302,,,,,
3302,3521,Francesco Zampano,72,83,50,65,72,64,74,84,82,62,45,60,53,45,40,54,74,34,72,63,65,71,84,82,64,71,68,64,58,63,67,65,79,84,72,65,LB,4,3,Right,"177cm / 5'10""",74kg / 163lb,RB,30,Italy,Serie A Enilive,Venezia,"Relentless, Whipped Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/francesco-zampano/219655,,,,,
3304,3521,Alessandro Zanoli,72,70,40,63,69,69,71,68,72,62,38,45,33,37,47,55,69,38,67,66,60,70,68,51,70,71,63,69,60,67,74,70,73,74,72,63,RB,3,2,Right,"188cm / 6'2""",76kg / 168lb,RM,23,Italy,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessandro-zanoli/268656,,,,,
3306,3521,Zarraga,72,75,66,71,74,61,65,77,74,68,69,60,70,48,54,71,65,55,77,73,65,73,77,81,72,74,72,65,58,53,70,50,72,71,65,56,CM,3,3,Right,"175cm / 5'9""",76kg / 168lb,CDM,25,Spain,Serie A Enilive,Udinese,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zarraga/258615,,,,,
3312,3521,Szymon Żurkowski,72,73,72,70,74,67,77,68,77,75,71,78,74,62,52,71,70,58,74,67,68,73,75,80,71,74,78,68,65,67,67,66,75,83,75,75,CM,3,3,Right,"185cm / 6'1""",79kg / 174lb,CAM,26,Poland,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/szymon-zurkowski/239732,,,,,
3349,4260,Mattia Bani,71,46,20,42,53,74,70,45,46,15,18,25,19,17,20,28,22,17,63,57,20,50,52,48,71,54,68,73,71,74,74,74,73,61,76,67,CB,3,2,Right,"188cm / 6'2""",81kg / 179lb,,30,Italy,Serie A Enilive,Genoa,"Aerial, Block, Long Ball Pass, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-bani/224378,,,,,
3441,4260,Diego Coppola,71,53,40,55,50,73,65,55,52,35,36,59,31,29,44,52,40,36,66,62,47,50,33,37,70,54,58,73,71,72,75,71,75,42,74,71,CB,3,2,Right,"192cm / 6'4""",78kg / 172lb,,20,Italy,Serie A Enilive,Hellas Verona,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diego-coppola/269181,,,,,
3447,4260,Woyo Coulibaly,71,76,50,65,68,66,81,73,79,54,45,65,51,45,40,61,70,41,67,64,64,71,71,52,60,70,54,65,71,61,68,71,87,83,83,70,RB,3,2,Right,"188cm / 6'2""",84kg / 185lb,LB,25,France,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/woyo-coulibaly/251335,,,,,
3451,4260,Wylan Cyprien,71,62,69,71,72,68,75,64,61,69,65,75,70,64,76,70,70,70,72,71,73,71,70,76,66,73,76,67,64,71,67,64,76,72,78,72,CDM,3,3,Right,"180cm / 5'11""",79kg / 174lb,CM,29,France,Serie A Enilive,Parma,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wylan-cyprien/212886,,,,,
3460,4260,Keinan Davis,71,64,69,54,71,43,81,61,67,70,72,72,63,64,60,58,47,40,63,40,49,73,65,67,67,72,67,44,74,44,38,23,86,62,91,80,ST,2,3,Left,"189cm / 6'2""",68kg / 150lb,,26,England,Serie A Enilive,Udinese,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/keinan-davis/231743,,,,,
3484,4260,Benjamín Domínguez,71,84,65,65,73,41,56,83,84,66,68,64,61,55,60,66,61,58,67,70,59,73,77,79,58,73,65,45,43,39,41,36,52,82,42,60,LM,3,4,Right,"172cm / 5'8""",68kg / 150lb,"CAM, LW",20,Argentina,Serie A Enilive,Bologna,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/benjamin-dominguez/269558,,,,,
3493,4260,Enzo Ebosse,71,62,35,56,64,72,71,66,59,51,28,45,38,27,41,45,66,31,62,53,51,65,46,62,63,70,52,72,68,71,75,73,75,66,75,67,CB,3,2,Left,"185cm / 6'1""",75kg / 165lb,,25,Cameroon,Serie A Enilive,Udinese,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/enzo-ebosse/241007,,,,,
3521,4260,Martin Frese,71,79,65,68,71,64,68,77,80,68,60,74,74,54,47,68,72,49,70,64,63,69,75,73,65,73,65,63,50,65,68,67,69,77,66,61,LB,3,3,Left,"179cm / 5'10""",75kg / 165lb,,26,Denmark,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-frese/238009,,,,,
3536,4260,Joan González,71,59,63,70,68,53,74,67,53,73,60,72,65,48,55,70,61,58,76,73,68,70,60,42,67,73,70,62,59,42,53,58,71,77,72,76,CM,3,3,Right,"188cm / 6'2""",80kg / 176lb,,22,Spain,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joan-gonzalez/271196,,,,,
3541,4260,Alberto Grassi,71,48,63,70,71,67,61,62,37,68,58,70,66,57,60,72,64,58,73,72,64,72,64,66,70,74,66,71,63,63,71,66,64,67,56,67,CM,3,2,Right,"183cm / 6'0""",75kg / 165lb,CDM,29,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-grassi/220475,,,,,
3582,4260,Alessio Iovine,71,69,57,65,71,68,65,66,71,65,50,62,65,69,55,64,66,42,68,67,67,69,72,77,72,71,70,67,58,67,72,70,66,79,61,58,RB,3,3,Right,"174cm / 5'9""",70kg / 154lb,RM,33,Italy,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessio-iovine/268673,,,,,
3586,4260,Ardian Ismajli,71,67,30,49,61,75,63,66,68,24,22,60,23,23,31,38,34,26,64,61,41,58,66,71,71,59,67,76,72,75,75,73,74,58,62,71,CB,3,2,Right,"185cm / 6'1""",76kg / 168lb,,27,Albania,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ardian-ismajli/258782,,,,,
3590,4260,Jakub Jankto,71,72,67,70,72,65,62,74,70,74,64,75,69,64,58,70,72,56,72,69,68,71,74,69,71,73,70,68,62,61,68,64,67,68,54,73,CM,3,3,Left,"184cm / 6'0""",74kg / 163lb,"LM, RM",28,Czech Republic,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jakub-jankto/226592,,,,,
3597,4260,Christian Kabasele,71,50,50,51,59,71,71,42,57,50,49,57,44,52,53,36,47,27,65,57,34,57,46,48,71,64,64,71,70,72,71,69,70,57,78,72,CB,3,2,Right,"187cm / 6'2""",84kg / 185lb,,33,Belgium,Serie A Enilive,Udinese,Slide Tackle,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-kabasele/190324,,,,,
3610,4260,Michael Kayode,71,65,35,56,71,72,58,66,64,68,32,31,33,50,40,45,67,34,64,50,45,75,58,68,70,71,67,73,63,73,73,72,60,62,49,75,RB,3,3,Right,"179cm / 5'10""",70kg / 154lb,,20,Italy,Serie A Enilive,Fiorentina,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/michael-kayode/277869,,,,,
3634,4260,Giorgos Kyriakopoulos,71,61,49,64,71,71,66,65,58,50,40,68,57,40,35,45,71,68,73,63,56,73,65,57,70,73,64,72,53,73,72,73,64,63,65,71,LB,2,2,Left,"178cm / 5'10""",74kg / 163lb,LM,28,Greece,Serie A Enilive,Monza,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giorgos-kyriakopoulos/253213,,,,,
3671,4260,Daniel Maldini,71,66,68,70,74,40,50,67,66,69,68,67,68,70,70,71,65,78,75,63,68,75,69,68,66,77,70,35,65,31,44,40,61,55,47,46,CAM,4,3,Right,"185cm / 6'1""",66kg / 146lb,,22,Italy,Serie A Enilive,Monza,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-maldini/255611,,,,,
3679,4260,Rafa Marín,71,67,28,58,57,71,72,66,67,54,25,31,22,25,48,62,47,40,71,48,33,43,65,67,67,71,65,68,71,70,74,72,78,74,71,68,CB,3,2,Right,"191cm / 6'3""",78kg / 172lb,,22,Spain,Serie A Enilive,SSC Napoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafa-marin/277244,,,,,
3766,4260,Gaetano Oristanio,71,85,65,67,76,49,55,83,86,68,64,65,67,67,63,67,65,66,69,65,72,76,88,72,66,75,70,53,50,45,49,47,58,65,42,73,CAM,4,3,Left,"174cm / 5'9""",62kg / 137lb,ST,21,Italy,Serie A Enilive,Venezia,"Quick Step, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gaetano-oristanio/269276,,,,,
3775,4260,Alberto Paleari,71,69,67,69,71,32,74,31,33,8,8,52,7,12,15,40,14,13,33,29,10,12,51,22,64,19,55,12,16,17,13,12,56,30,58,22,GK,3,1,Right,"193cm / 6'4""",88kg / 194lb,,32,Italy,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-paleari/235740,69,67,69,74,71
3781,4260,Andy Pelmard,71,85,34,60,70,70,76,81,88,45,26,53,30,33,45,49,60,27,70,66,53,68,75,77,68,70,66,70,63,70,71,70,81,82,75,72,CB,4,2,Right,"180cm / 5'11""",68kg / 150lb,RB,24,France,Serie A Enilive,Lecce,Jockey,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andy-pelmard/247412,,,,,
3788,4260,Máximo Perrone,71,68,54,66,74,68,69,69,68,65,54,59,52,50,44,71,49,35,75,73,55,74,74,72,61,77,66,70,57,70,67,67,68,77,66,68,CM,3,2,Left,"178cm / 5'10""",64kg / 141lb,CDM,21,Argentina,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maximo-perrone/267991,,,,,
3790,4260,Giuseppe Pezzella,71,67,56,66,68,68,70,67,67,69,49,73,59,39,45,56,74,44,71,63,70,71,62,63,73,68,60,66,65,66,72,67,71,71,68,74,LB,3,3,Left,"187cm / 6'2""",81kg / 179lb,LM,26,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giuseppe-pezzella/230681,,,,,
3794,4260,Roberto Piccoli,71,67,72,54,65,34,66,62,71,73,74,73,68,67,66,55,43,45,65,48,41,63,55,57,75,70,66,25,74,23,38,34,76,56,70,65,ST,3,2,Right,"190cm / 6'3""",83kg / 183lb,,23,Italy,Serie A Enilive,Cagliari,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/roberto-piccoli/248385,,,,,
3875,4260,Simon Sohm,71,76,66,66,69,65,81,77,75,75,67,72,62,61,50,66,61,40,74,68,52,68,73,66,70,73,55,61,72,64,66,65,89,81,83,75,CAM,3,3,Right,"188cm / 6'2""",85kg / 187lb,"CM, CDM",23,Switzerland,Serie A Enilive,Parma,Incisive Pass,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/simon-sohm/244634,,,,,
3880,4260,Brandon Soppy,71,79,50,64,68,66,74,80,78,65,41,64,51,48,49,60,69,32,68,63,58,68,74,73,65,68,60,64,65,63,69,68,82,73,76,68,RB,3,2,Right,"181cm / 5'11""",82kg / 181lb,RM,22,France,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brandon-soppy/258407,,,,,
3895,4260,Ibrahim Sulemana,71,71,62,64,68,69,72,75,68,60,55,77,65,59,53,63,58,49,69,68,56,66,74,82,72,68,63,73,61,66,71,72,74,76,69,76,CDM,3,2,Right,"180cm / 5'11""",78kg / 172lb,CM,21,Ghana,Serie A Enilive,Bergamo Calcio,"Relentless, Slide Tackle",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ibrahim-sulemana/271577,,,,,
3898,4260,Zion Suzuki,71,71,68,71,76,56,67,55,58,7,6,53,8,7,18,31,12,11,21,23,13,14,59,33,65,11,29,7,12,8,12,11,73,23,78,26,GK,3,1,Right,"190cm / 6'3""",91kg / 201lb,,22,Japan,Serie A Enilive,Parma,Cross Claimer,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/zion-suzuki/255981,71,68,71,67,76
3904,4260,Filippo Terracciano,71,79,60,71,70,67,67,81,78,57,56,69,65,54,57,67,75,65,72,67,73,73,71,68,62,71,54,66,61,64,71,68,76,74,65,61,RM,4,3,Right,"181cm / 5'11""",68kg / 150lb,"RB, LB, RW",21,Italy,Serie A Enilive,Milano FC,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filippo-terracciano/271579,,,,,
3963,4260,Mattia Viti,71,66,35,50,52,72,67,63,68,31,26,56,32,33,40,39,35,29,67,57,42,45,52,49,68,60,63,71,74,71,74,71,76,57,70,68,CB,3,2,Left,"190cm / 6'3""",82kg / 181lb,,22,Italy,Serie A Enilive,Empoli,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mattia-viti/264044,,,,,
3964,4260,Mërgim Vojvoda,71,68,54,72,72,68,69,67,68,70,44,69,62,50,35,70,78,58,74,71,68,73,70,59,74,72,68,68,62,66,69,72,70,68,68,70,LM,4,3,Right,"186cm / 6'1""",80kg / 176lb,"CB, LW",29,Kosovo,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mergim-vojvoda/228349,,,,,
3986,4260,Alessio Zerbin,71,69,67,67,74,36,63,67,71,69,69,65,70,61,58,66,67,53,72,59,72,75,71,60,64,78,68,32,48,33,38,31,62,68,67,45,LW,3,3,Right,"182cm / 6'0""",80kg / 176lb,LM,25,Italy,Serie A Enilive,SSC Napoli,Technical,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alessio-zerbin/237669,,,,,
4016,5037,Giorgio Altare,70,57,39,47,50,71,77,48,64,42,35,52,34,33,40,40,40,32,55,57,34,50,37,44,58,54,53,70,71,71,72,70,78,66,84,75,CB,3,2,Right,"190cm / 6'3""",75kg / 165lb,,26,Italy,Serie A Enilive,Venezia,"Aerial, Intercept, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/giorgio-altare/263647,,,,,
4059,5037,Fodé Ballo-Touré,70,81,51,68,72,68,62,86,77,64,49,56,52,39,53,64,71,49,72,64,68,73,70,69,71,72,63,68,58,68,71,68,78,34,70,74,LB,2,3,Left,"182cm / 6'0""",70kg / 154lb,LM,27,Senegal,Serie A Enilive,Milano FC,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fode-ballo-toure/236723,,,,,
4093,5037,Emil Bohinen,70,59,62,70,71,67,66,62,56,69,60,66,65,46,65,68,63,64,74,73,68,71,71,73,67,71,68,69,56,70,68,65,65,69,65,67,CM,3,3,Left,"189cm / 6'2""",81kg / 179lb,CDM,25,Norway,Serie A Enilive,Genoa,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emil-bohinen/234894,,,,,
4094,5037,Kevin Bonifazi,70,35,35,52,55,72,61,37,33,35,30,49,30,36,44,48,34,34,64,61,41,49,39,64,68,62,69,73,71,67,76,72,66,32,70,73,CB,4,2,Right,"187cm / 6'2""",85kg / 187lb,,28,Italy,Serie A Enilive,Lecce,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-bonifazi/235290,,,,,
4185,5037,Fisayo Dele-Bashiru,70,77,69,62,74,57,78,71,81,69,69,78,70,50,48,62,51,50,69,64,54,77,74,74,62,73,69,56,43,55,64,61,68,81,81,70,CAM,3,3,Right,"186cm / 6'1""",80kg / 176lb,CM,23,Nigeria,Serie A Enilive,Latium,"Power Shot, Rapid",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fisayo-dele-bashiru/258890,,,,,
4188,5037,Raffaele Di Gennaro,70,72,68,62,72,43,66,41,45,13,15,47,9,20,24,43,12,18,25,21,14,19,35,42,69,26,67,23,16,6,18,17,56,40,51,22,GK,2,1,Right,"188cm / 6'2""",80kg / 176lb,,30,Italy,Serie A Enilive,Lombardia FC,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/raffaele-di-gennaro/219715,72,68,62,66,72
4189,5037,Davide Diaw,70,84,67,55,70,27,73,83,84,67,72,69,58,67,57,54,54,49,60,43,61,68,72,74,67,72,67,19,65,26,22,20,85,71,79,59,ST,3,3,Right,"191cm / 6'3""",78kg / 172lb,,32,Italy,Serie A Enilive,Monza,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/davide-diaw/236213,,,,,
4204,5037,Milan Đurić,70,32,71,55,61,32,81,32,32,73,72,78,60,68,72,50,48,42,67,51,49,57,31,32,74,75,81,30,88,28,24,20,85,59,92,82,ST,4,2,Right,"198cm / 6'6""",94kg / 207lb,,34,Bosnia and Herzegovina,Serie A Enilive,Monza,"Aerial, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/milan-uric/192840,,,,,
4212,5037,Kingsley Ehizibue,70,88,57,62,69,65,75,87,89,62,54,70,56,42,42,59,64,38,66,66,57,70,66,57,67,70,65,65,67,62,67,67,86,73,76,74,RM,2,3,Right,"189cm / 6'2""",78kg / 172lb,"RB, RW",29,Nigeria,Serie A Enilive,Udinese,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kingsley-ehizibue/225669,,,,,
4215,5037,Caleb Ekuban,70,81,69,64,68,28,80,79,82,69,70,70,67,68,63,67,64,50,65,60,72,69,71,64,64,67,66,29,67,22,22,19,86,81,83,71,ST,3,3,Right,"182cm / 6'0""",80kg / 176lb,"RW, RM",30,Ghana,Serie A Enilive,Genoa,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/caleb-ekuban/239795,,,,,
4216,5037,Oussama El Azzouzi,70,55,58,64,66,69,67,55,55,58,54,70,56,60,53,61,55,45,73,68,48,67,61,51,66,71,58,70,67,66,72,69,67,66,66,73,CDM,3,2,Right,"189cm / 6'2""",75kg / 165lb,CM,23,Morocco,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/oussama-el-azzouzi/269745,,,,,
4223,5037,Yannik Engelhardt,70,65,46,65,64,68,73,68,63,56,40,57,48,38,44,69,59,38,72,65,43,62,64,64,68,68,60,67,59,68,71,65,69,84,70,67,CDM,4,2,Right,"184cm / 6'0""",74kg / 163lb,CM,23,Germany,Serie A Enilive,Como,"Aerial, Jockey, Long Ball Pass",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/yannik-engelhardt/262906,,,,,
4231,5037,Alieu Fadera,70,82,64,62,74,57,71,83,82,63,64,70,62,55,51,65,63,47,64,58,66,74,83,78,64,73,69,49,53,58,62,57,73,72,69,72,LM,4,3,Right,"186cm / 6'1""",80kg / 176lb,LW,22,Gambia,Serie A Enilive,Como,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alieu-fadera/263882,,,,,
4253,5037,Christian Früchtl,70,73,68,67,71,24,66,25,23,6,11,50,8,9,13,44,10,14,29,45,15,13,26,23,62,17,22,11,11,16,10,13,56,19,63,26,GK,2,1,Left,"193cm / 6'4""",88kg / 194lb,,24,Germany,Serie A Enilive,Lecce,"Cross Claimer, Far Throw",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-fruchtl/235266,73,68,67,66,71
4295,5037,Christian Gytkjær,70,50,73,57,68,33,66,51,50,72,73,77,70,62,76,61,51,55,62,46,61,66,68,66,73,70,73,32,73,42,16,19,77,39,78,68,ST,4,3,Right,"185cm / 6'1""",77kg / 170lb,,34,Denmark,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/christian-gytkj-r/201285,,,,,
4301,5037,Ridgeciano Haps,70,81,63,64,71,64,67,78,83,68,63,67,63,49,50,55,71,47,68,60,70,70,81,82,64,68,66,65,58,64,66,62,72,78,61,68,LM,3,3,Left,"175cm / 5'9""",66kg / 146lb,"LB, LW",31,Suriname,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ridgeciano-haps/210384,,,,,
4309,5037,Liam Henderson,70,72,64,68,71,66,78,67,76,66,60,72,70,58,46,66,60,63,72,72,67,67,80,79,72,71,70,61,57,70,68,66,71,85,75,76,CM,3,3,Right,"183cm / 6'0""",76kg / 168lb,CAM,28,Scotland,Serie A Enilive,Empoli,"Incisive Pass, Trivela",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liam-henderson/219952,,,,,
4345,5037,Mohamed Kaba,70,61,52,58,64,66,77,57,65,63,51,58,53,38,42,59,36,45,70,66,41,64,57,50,69,70,56,68,58,66,67,65,70,78,78,73,CDM,3,2,Right,"185cm / 6'1""",78kg / 172lb,CM,22,France,Serie A Enilive,Lecce,"Anticipate, Intercept",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mohamed-kaba/263469,,,,,
4353,5037,Jesper Karlström,70,67,54,63,66,69,83,71,63,56,51,58,59,58,48,58,62,59,66,63,63,66,65,67,66,66,69,70,62,69,71,66,81,90,83,74,CDM,3,2,Right,"182cm / 6'0""",81kg / 179lb,CM,29,Sweden,Serie A Enilive,Udinese,Relentless,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jesper-karlstrom/214658,,,,,
4365,5037,Viktor Kovalenko,70,66,69,71,72,57,70,70,63,70,66,70,73,76,68,70,71,67,72,67,75,70,73,75,67,74,69,59,59,55,59,55,70,78,70,60,CM,4,3,Right,"182cm / 6'0""",76kg / 168lb,CAM,28,Ukraine,Serie A Enilive,Bergamo Calcio,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/viktor-kovalenko/228698,,,,,
4368,5037,Thomas Thiesson Kristensen,70,65,26,50,59,70,74,64,65,28,24,30,24,26,30,45,30,29,65,61,26,60,35,66,65,63,66,71,71,70,71,64,81,65,79,70,CB,3,2,Right,"198cm / 6'6""",85kg / 187lb,,22,Denmark,Serie A Enilive,Udinese,"Aerial, Block, Bruiser, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/thomas-thiesson-kristensen/261573,,,,,
4401,5037,Pedro Pereira,70,72,54,69,71,69,63,69,74,67,42,64,64,57,58,67,70,65,72,66,57,70,75,73,70,72,71,67,62,66,74,70,66,76,57,61,RM,2,3,Right,"185cm / 6'1""",72kg / 159lb,"RB, LM, RW",26,Portugal,Serie A Enilive,Monza,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pedro-pereira/230824,,,,,
4476,5037,Daniel Mosquera,70,70,70,52,67,28,78,64,74,65,75,73,62,64,61,48,35,55,61,55,55,66,61,78,64,69,61,23,73,22,23,22,85,65,86,70,ST,4,3,Right,"181cm / 5'11""",85kg / 187lb,,24,Colombia,Serie A Enilive,Hellas Verona,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-mosquera/266585,,,,,
4531,5037,Leonardo Pavoletti,70,49,68,53,61,39,68,36,60,78,73,72,49,80,64,56,36,40,66,48,47,59,54,60,63,65,68,27,86,45,29,27,80,35,79,77,ST,3,2,Right,"188cm / 6'2""",85kg / 187lb,,35,Italy,Serie A Enilive,Cagliari,"Aerial, Power Header",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/leonardo-pavoletti/205850,,,,,
4574,5037,Ylber Ramadani,70,54,58,60,64,68,77,62,47,58,51,71,70,39,37,59,49,45,70,64,40,65,57,69,65,65,64,70,58,68,70,65,69,95,71,72,CDM,3,2,Right,"185cm / 6'1""",72kg / 159lb,CM,28,Albania,Serie A Enilive,Lecce,"Anticipate, Bruiser, Power Shot",https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ylber-ramadani/243787,,,,,
4579,5037,Federico Ravaglia,70,72,67,67,75,37,69,35,39,10,11,50,9,9,19,21,11,13,43,32,14,9,41,34,60,19,23,10,13,14,13,10,50,43,48,18,GK,3,1,Right,"191cm / 6'3""",75kg / 165lb,,24,Italy,Serie A Enilive,Bologna,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/federico-ravaglia/240657,72,67,67,69,75
4600,5037,Stefano Sabelli,70,70,39,60,63,66,67,68,72,56,35,35,47,37,48,54,65,50,63,58,58,59,69,78,70,61,69,66,58,64,69,71,64,86,58,64,RB,3,3,Right,"176cm / 5'9""",70kg / 154lb,RM,31,Italy,Serie A Enilive,Genoa,Long Throw,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefano-sabelli/206159,,,,,
4603,5037,Marco Sala,70,81,54,66,68,63,65,82,81,62,51,61,52,53,53,63,68,57,68,64,67,68,79,77,65,66,61,64,55,62,65,64,72,77,60,63,LB,3,3,Left,"182cm / 6'0""",72kg / 159lb,LM,25,Italy,Serie A Enilive,Como,Block,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marco-sala/252704,,,,,
4663,5037,Filip Stanković,70,69,68,66,75,50,68,58,39,6,6,50,8,6,19,21,11,11,15,25,11,9,42,40,65,12,30,11,10,6,11,11,60,24,51,24,GK,3,1,Right,"187cm / 6'2""",79kg / 174lb,,22,Serbia,Serie A Enilive,Venezia,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/filip-stankovic/269271,69,68,66,68,75
4680,5037,Loum Tchaouna,70,75,72,63,71,37,59,71,79,67,73,72,71,72,69,60,65,59,66,58,70,72,66,69,65,74,63,32,50,37,36,33,65,63,61,47,RW,3,3,Left,"180cm / 5'11""",67kg / 148lb,"ST, CAM, RM",21,France,Serie A Enilive,Latium,Rapid,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/loum-tchaouna/264880,,,,,
4709,5037,Ignace Van der Brempt,70,76,55,64,70,64,74,80,73,68,60,60,45,26,43,66,68,38,67,64,52,72,69,61,67,71,59,63,52,66,67,64,75,75,74,73,RB,3,3,Right,"187cm / 6'2""",76kg / 168lb,CB,22,Belgium,Serie A Enilive,Como,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ignace-van-der-brempt/251464,,,,,
4731,5037,Sebastian Walukiewicz,70,50,38,48,57,70,74,59,43,41,36,42,42,28,38,40,23,22,67,58,37,56,44,46,62,62,69,68,71,71,71,71,79,68,79,66,CB,2,2,Right,"188cm / 6'2""",85kg / 187lb,,24,Poland,Serie A Enilive,Torino,,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-walukiewicz/243497,,,,,
